codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_plc,desviacion,comparacion_dlc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,Competencia
118150000719,CARTAGENA DEL CHAIRÁ,I.E EL CHAIRA JOSE MARIA CORDOBA,51,Similar,8,Similar,1%,49%,44%,6%,41%,52%,56%,Lectura Crítica
218150000331,CARTAGENA DEL CHAIRÁ,I.E.R JOSE ANTONIO GALAN,53,Similar,12,Similar,13%,25%,50%,13%,39%,50%,47%,Lectura Crítica
218150000578,CARTAGENA DEL CHAIRÁ,I. E. R. MONSERRATE,40,Mayor,6,Similar,33%,67%,0%,0%,56%,67%,68%,Lectura Crítica
118205000187,CURILLO,I.E ANGEL CUNIBERTI,49,Similar,7,Similar,3%,63%,29%,5%,45%,57%,62%,Lectura Crítica
218205000271,CURILLO,I.E.R. LA NOVIA,44,Mayor,7,Similar,20%,70%,10%,0%,46%,67%,73%,Lectura Crítica
183247000272,EL DONCELLO,I.E JORGE ABEL MOLINA,50,Similar,6,Similar,0%,61%,39%,0%,40%,58%,58%,Lectura Crítica
118247003607,EL DONCELLO,I.E. MARCO FIDEL SUAREZ,51,Similar,9,Similar,3%,48%,43%,7%,44%,53%,54%,Lectura Crítica
183247001198,EL DONCELLO,I.E CORAZON INMACULADO DE MARIA,56,Similar,9,Similar,1%,26%,57%,16%,32%,43%,45%,Lectura Crítica
183247000213,EL DONCELLO,I.E RUFINO QUICHOYA,53,Similar,9,Similar,0%,45%,50%,5%,38%,49%,53%,Lectura Crítica
283247000641,EL DONCELLO,I.E R. SIMON BOLIVAR,46,Similar,5,Mayor,0%,73%,27%,0%,55%,58%,59%,Lectura Crítica
283247000501,EL DONCELLO,I.E R. PUERTO MANRIQUE,41,Mayor,10,Similar,33%,67%,0%,0%,67%,78%,69%,Lectura Crítica
283247000391,EL DONCELLO,I.E. R.  BERLIN,46,Similar,8,Similar,0%,67%,33%,0%,53%,62%,64%,Lectura Crítica
183256000633,EL PAUJÍL,I.E NUESTRA SE¿ORA DE LAS MERCEDES,54,Similar,9,Similar,2%,31%,56%,11%,36%,49%,51%,Lectura Crítica
218256001239,EL PAUJÍL,I.E AGROECOLOGICO AMAZONICO,52,Similar,11,Similar,4%,36%,48%,12%,39%,51%,56%,Lectura Crítica
283256000441,EL PAUJÍL,I.E.R. SANTA TERESA,51,Similar,9,Similar,7%,47%,40%,7%,36%,51%,55%,Lectura Crítica
283256000221,EL PAUJÍL,I.E R. LA CONCORDIA,50,Similar,8,Similar,0%,40%,60%,0%,28%,61%,64%,Lectura Crítica
283256000191,EL PAUJÍL,I.E NIÑA DEL CARMEN,48,Similar,3,Mayor,0%,75%,25%,0%,51%,53%,62%,Lectura Crítica
18341000003,LA MONTAÑITA,I.E NUESTRA SEÑORA DEL PERPETUO SOCORRO,51,Similar,8,Similar,4%,40%,53%,4%,41%,51%,54%,Lectura Crítica
283410000557,LA MONTAÑITA,I.E RURAL SABIO CALDAS,47,Similar,7,Similar,5%,59%,36%,0%,50%,59%,66%,Lectura Crítica
218410000275,LA MONTAÑITA,I.E.R SIMON BOLIVAR,48,Similar,7,Similar,0%,75%,25%,0%,46%,58%,62%,Lectura Crítica
218410000119,LA MONTAÑITA,I.E R. MATEGUADUA,42,Mayor,7,Similar,11%,79%,11%,0%,60%,67%,68%,Lectura Crítica
218410001271,LA MONTAÑITA,I.E. R. BRISAS DE SAN ISIDRO,49,Similar,8,Similar,0%,50%,50%,0%,40%,49%,59%,Lectura Crítica
283765000671,MILÁN,I.E.R.INDIGENA MAMA BWE REOJACHE,43,Mayor,9,Similar,33%,50%,17%,0%,58%,68%,66%,Lectura Crítica
183460000642,MILÁN,I.E MARCO FIDEL SUAREZ,46,Similar,7,Similar,0%,80%,20%,0%,47%,63%,64%,Lectura Crítica
218460000373,MILÁN,I.E.R ANGEL RICARDO ACOSTA,51,Similar,8,Similar,4%,43%,52%,0%,43%,50%,59%,Lectura Crítica
283460000361,MILÁN,I.E.R LA RASTRA,46,Similar,6,Similar,8%,75%,17%,0%,45%,59%,64%,Lectura Crítica
28346000037,MILÁN,I.E. R. LA FLORIDA,49,Similar,3,Mayor,0%,50%,50%,0%,63%,54%,55%,Lectura Crítica
283460000931,MILÁN,I.E.R. ILUSION MATICURU,49,Similar,4,Mayor,0%,67%,33%,0%,40%,56%,64%,Lectura Crítica
183479000058,MORELIA,I.E CERVANTES,50,Similar,8,Similar,0%,56%,38%,6%,48%,53%,55%,Lectura Crítica
283592003351,PUERTO RICO,I.E. R. LA ESMERALDA,50,Similar,8,Similar,6%,47%,41%,6%,38%,58%,58%,Lectura Crítica
283592003378,PUERTO RICO,I.E. R. LA AGUILILLA,48,Similar,7,Similar,0%,53%,47%,0%,44%,57%,63%,Lectura Crítica
283592002011,PUERTO RICO,I.E. R. JORGE ELIECER GAITAN,48,Similar,8,Similar,8%,54%,38%,0%,50%,57%,61%,Lectura Crítica
183592000323,PUERTO RICO,I.E SAGRADOS CORAZONES,49,Similar,9,Similar,6%,57%,31%,6%,45%,59%,55%,Lectura Crítica
283592000476,PUERTO RICO,I.E RURAL RIO NEGRO,49,Similar,7,Similar,0%,65%,35%,0%,48%,63%,61%,Lectura Crítica
183592000072,PUERTO RICO,I.E ACEVEDO Y GOMEZ,51,Similar,9,Similar,2%,56%,38%,5%,44%,54%,56%,Lectura Crítica
283592000638,PUERTO RICO,I.E. R. EL LOBO,39,Mayor,5,Mayor,33%,67%,0%,0%,70%,70%,75%,Lectura Crítica
218610000547,SAN JOSÉ DEL FRAGUA,I.E. RURAL LAS LAJAS,49,Similar,7,Similar,0%,68%,28%,4%,41%,63%,58%,Lectura Crítica
283094001112,SAN JOSÉ DEL FRAGUA,I.E DON QUIJOTE,51,Similar,9,Similar,5%,40%,50%,5%,42%,53%,53%,Lectura Crítica
283094001244,SAN JOSÉ DEL FRAGUA,I.E PARROQUIAL,51,Similar,9,Similar,8%,38%,46%,8%,42%,51%,55%,Lectura Crítica
218610001098,SAN JOSÉ DEL FRAGUA,I.E.R. DIVINO NIÑO,48,Similar,8,Similar,14%,29%,57%,0%,42%,62%,58%,Lectura Crítica
218610002108,SAN JOSÉ DEL FRAGUA,I.E.R. INDIGENA ESPECIAL YACHAICURY,42,Mayor,5,Mayor,0%,100%,0%,0%,55%,55%,81%,Lectura Crítica
218753000378,SAN VICENTE DEL CAGUÁN,I.E. R. SANTO DOMINGO SAVIO,47,Similar,0,Mayor,0%,100%,0%,0%,35%,69%,75%,Lectura Crítica
183753001481,SAN VICENTE DEL CAGUÁN,I.E INSTITUTO NACIONAL DE PROMOCION SOCIAL,52,Similar,9,Similar,3%,41%,50%,6%,39%,51%,55%,Lectura Crítica
283753001541,SAN VICENTE DEL CAGUÁN,I.E.R. GUAYABAL,50,Similar,10,Similar,0%,67%,33%,0%,47%,53%,54%,Lectura Crítica
118753000071,SAN VICENTE DEL CAGUÁN,I.E DOMINGO SAVIO,48,Similar,8,Similar,6%,48%,42%,3%,45%,58%,58%,Lectura Crítica
218753003822,SAN VICENTE DEL CAGUÁN,I.E.R. LA INMACULADA,41,Mayor,9,Similar,20%,60%,20%,0%,56%,73%,66%,Lectura Crítica
218753000211,SAN VICENTE DEL CAGUÁN,I.E. R. LA UNION,49,Similar,8,Similar,0%,71%,29%,0%,53%,56%,51%,Lectura Crítica
183753000299,SAN VICENTE DEL CAGUÁN,I.E DANTE ALIGHIERI,55,Similar,8,Similar,1%,28%,63%,9%,34%,44%,48%,Lectura Crítica
218753001498,SAN VICENTE DEL CAGUÁN,I.E.R. CAMPO HERMOSO,48,Similar,8,Similar,7%,48%,44%,0%,47%,59%,57%,Lectura Crítica
283753001613,SAN VICENTE DEL CAGUÁN,I.E.R GUILLERMO RIOS MEJIA,49,Similar,5,Mayor,0%,60%,40%,0%,41%,56%,64%,Lectura Crítica
118753002341,SAN VICENTE DEL CAGUÁN,I.E VERDE AMAZONICO,47,Similar,8,Similar,0%,70%,26%,4%,50%,57%,62%,Lectura Crítica
283753001125,SAN VICENTE DEL CAGUÁN,I.E.R. CRISTALINA DEL LOSADA,46,Similar,10,Similar,0%,67%,33%,0%,42%,56%,71%,Lectura Crítica
38375300174,SAN VICENTE DEL CAGUÁN,LICEO MODERNO INFANTIL,51,Similar,8,Similar,0%,56%,33%,11%,41%,55%,62%,Lectura Crítica
218753001811,SAN VICENTE DEL CAGUÁN,I.E. R. LOS POZOS,49,Similar,10,Similar,13%,38%,50%,0%,49%,55%,52%,Lectura Crítica
218753000734,SAN VICENTE DEL CAGUÁN,I.E. R. SAN JUAN DEL LOSADA,56,Similar,8,Similar,0%,0%,75%,25%,32%,47%,45%,Lectura Crítica
218753001234,SAN VICENTE DEL CAGUÁN,I.E. R. ALTO QUEBRADON,55,Similar,5,Mayor,0%,33%,67%,0%,34%,49%,46%,Lectura Crítica
218753002648,SAN VICENTE DEL CAGUÁN,I. E. R. LOS FUNDADORES,47,Similar,7,Similar,0%,64%,36%,0%,47%,59%,60%,Lectura Crítica
218753002982,SAN VICENTE DEL CAGUÁN,I.E.R. VILLA CARMONA,52,Similar,3,Mayor,0%,50%,50%,0%,26%,53%,62%,Lectura Crítica
183765000928,SOLANO,I.E CAMPO ELIAS MARULANDA,47,Similar,10,Similar,11%,56%,31%,3%,51%,58%,60%,Lectura Crítica
218765001299,SOLANO,I.E.R. INDIGENA COEMANI FORTUNATO REALLY,43,Mayor,3,Mayor,0%,100%,0%,0%,63%,64%,55%,Lectura Crítica
283765000086,SOLANO,I.E.R. MONONGUETE,42,Mayor,8,Similar,0%,60%,40%,0%,51%,69%,72%,Lectura Crítica
218765001191,SOLANO,I.E.R. LAS MERCEDES,41,Mayor,4,Mayor,0%,100%,0%,0%,68%,77%,70%,Lectura Crítica
283860001073,SOLITA,I.E.R. CAMPOLEJANO,44,Mayor,9,Similar,18%,55%,27%,0%,52%,67%,65%,Lectura Crítica
283765000701,SOLITA,I.E INTERNADO RURAL SOLITA,46,Similar,8,Similar,6%,75%,16%,3%,53%,60%,65%,Lectura Crítica
218860000364,SOLITA,I.E.R. CHONTILLOSA MEDIO,46,Similar,7,Similar,0%,75%,25%,0%,57%,57%,60%,Lectura Crítica
183860000625,VALPARAÍSO,I.E VALPARAISO,50,Similar,9,Similar,4%,59%,30%,7%,42%,55%,59%,Lectura Crítica
28386000076,VALPARAÍSO,I.E.R. PLAYA RICA,44,Mayor,8,Similar,20%,60%,20%,0%,50%,61%,75%,Lectura Crítica
283860000506,VALPARAÍSO,I.E.R. SANTIAGO DE LA SELVA,44,Mayor,8,Similar,7%,79%,14%,0%,49%,66%,69%,Lectura Crítica
218860001387,VALPARAÍSO,I.E.R. MIRAVALLE SANTROPEL,55,Similar,5,Mayor,0%,20%,80%,0%,28%,49%,52%,Lectura Crítica
28386000045,VALPARAÍSO,I.E.R. LA MUÑOZ,50,Similar,8,Similar,0%,40%,60%,0%,40%,60%,57%,Lectura Crítica
185010000505,AGUAZUL,INSTITUCION EDUCATIVA SAN AGUSTIN,54,Similar,10,Similar,2%,28%,57%,13%,36%,48%,50%,Lectura Crítica
28501000064,AGUAZUL,INSTITUCION EDUCATIVA LEON DE GREIFF,53,Similar,9,Similar,0%,25%,67%,8%,35%,50%,44%,Lectura Crítica
185010000271,AGUAZUL,INSTITUCION EDUCATIVA CAMILO TORRES RESTREPO,57,Similar,8,Similar,1%,20%,65%,14%,30%,42%,45%,Lectura Crítica
285010000038,AGUAZUL,INSTITUCION EDUCATIVA LA TURUA,55,Similar,6,Mayor,0%,13%,80%,7%,40%,45%,49%,Lectura Crítica
185010000629,AGUAZUL,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,55,Similar,10,Similar,4%,24%,54%,18%,34%,46%,45%,Lectura Crítica
285010000364,AGUAZUL,INSTITUCION EDUCATIVA LUIS MARIA JIMENEZ,68,Menor,6,Mayor,0%,0%,37%,63%,19%,21%,23%,Lectura Crítica
285010000259,AGUAZUL,INSTITUCION EDUCATIVA CUPIAGUA,52,Similar,9,Similar,0%,37%,57%,6%,39%,52%,54%,Lectura Crítica
385010001194,AGUAZUL,GIMNASIO SAN FRANCISCO DE ASIS,62,Menor,8,Similar,0%,9%,57%,35%,23%,33%,37%,Lectura Crítica
385010001233,AGUAZUL,COL SANTA MARIA DEL LLANO,67,Menor,4,Mayor,0%,0%,40%,60%,9%,23%,32%,Lectura Crítica
185015000104,CHÁMEZA,INSTITUCION EDUCATIVA JOSE ANTONIO GALAN,50,Similar,8,Similar,9%,39%,52%,0%,47%,50%,61%,Lectura Crítica
28512500147,HATO COROZAL,INSTITUCION EDUCATIVA PUERTO COLOMBIA,45,Mayor,7,Similar,8%,69%,23%,0%,52%,63%,71%,Lectura Crítica
285125000058,HATO COROZAL,INSTITUCION EDUCATIVA HORACIO PERDOMO,55,Similar,7,Similar,0%,25%,63%,13%,38%,41%,52%,Lectura Crítica
285125001429,HATO COROZAL,INSTITUCION EDUCATIVA BONIFACIO GUTIERREZ,47,Similar,10,Similar,11%,67%,11%,11%,48%,63%,59%,Lectura Crítica
185125000029,HATO COROZAL,INSTITUCION EDUCATIVA LUIS HERNÁNDEZ VARGAS,51,Similar,6,Mayor,0%,39%,59%,2%,41%,51%,54%,Lectura Crítica
285125000422,HATO COROZAL,INSTITUCION EDUCATIVA SIMON BOLIVAR,47,Similar,12,Similar,15%,54%,23%,8%,48%,61%,58%,Lectura Crítica
285125000597,HATO COROZAL,INSTITUCION EDUCATIVA INDIGENA INDIG LISA MANENI,40,Mayor,7,Similar,23%,69%,8%,0%,66%,69%,69%,Lectura Crítica
185125000959,HATO COROZAL,INSTITUCION EDUCATIVA ANTONIO MARTINEZ DELGADO,55,Similar,10,Similar,0%,29%,54%,18%,29%,50%,48%,Lectura Crítica
285125001666,HATO COROZAL,INSTITUCION EDUCATIVA INDIGENA ALEGAXU,43,Mayor,3,Mayor,0%,100%,0%,0%,49%,69%,63%,Lectura Crítica
285125000562,HATO COROZAL,INSTITUCION EDUCATIVA INDIGENA MUREWON WAYURI,37,Mayor,6,Mayor,38%,63%,0%,0%,74%,77%,69%,Lectura Crítica
185136000047,LA SALINA,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,49,Similar,8,Similar,10%,45%,45%,0%,41%,58%,62%,Lectura Crítica
285139000107,MANÍ,INSTITUCION EDUCATIVA CAMILO TORRES RESTREPO,44,Mayor,11,Similar,33%,50%,17%,0%,58%,64%,65%,Lectura Crítica
285139000069,MANÍ,INSTITUCION EDUCATIVA GAVIOTAS,47,Similar,7,Similar,0%,80%,20%,0%,44%,58%,70%,Lectura Crítica
185139000391,MANÍ,INSTITUCION EDUCATIVA JESUS BERNAL PINZON,53,Similar,8,Similar,3%,32%,59%,6%,39%,47%,52%,Lectura Crítica
185139000099,MANÍ,INSTITUCION EDUCATIVA LUIS ENRIQUE BARON LEAL,53,Similar,8,Similar,0%,37%,58%,5%,43%,49%,51%,Lectura Crítica
185162000527,MONTERREY,INSTITUCION EDUCATIVA TECNICO DIVERSIFICADO,51,Similar,9,Similar,3%,44%,48%,5%,43%,53%,54%,Lectura Crítica
185162000241,MONTERREY,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE MONTERREY,54,Similar,10,Similar,6%,25%,61%,7%,36%,47%,52%,Lectura Crítica
285225000039,NUNCHÍA,INSTITUCION EDUCATIVA EL PRETEXTO,47,Similar,8,Similar,0%,68%,32%,0%,49%,60%,65%,Lectura Crítica
28522500087,NUNCHÍA,INSTITUCION EDUCATIVA LAS MERCEDES,48,Similar,8,Similar,14%,43%,43%,0%,50%,58%,53%,Lectura Crítica
185225000379,NUNCHÍA,INSTITUCION EDUCATIVA SALVADOR CAMACHO ROLDAN,50,Similar,8,Similar,4%,54%,38%,4%,43%,56%,56%,Lectura Crítica
285225000462,NUNCHÍA,INSTITUCION EDUCATIVA ANTONIO NARIÑO,54,Similar,9,Similar,0%,35%,50%,15%,35%,45%,50%,Lectura Crítica
285230000101,OROCUÉ,INSTITUCION EDUCATIVA EL ALGARROBO,45,Mayor,9,Similar,19%,48%,32%,0%,55%,62%,62%,Lectura Crítica
185230000085,OROCUÉ,INSTITUCION EDUCATIVA LA INMACULADA,53,Similar,7,Similar,0%,37%,61%,3%,37%,51%,53%,Lectura Crítica
285230000292,OROCUÉ,INSTITUCION EDUCATIVA IEA PUDI (RESGUARDO EL DUYA),45,Mayor,7,Similar,10%,80%,10%,0%,52%,68%,66%,Lectura Crítica
18523000109,OROCUÉ,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,50,Similar,9,Similar,5%,49%,40%,6%,44%,55%,58%,Lectura Crítica
385250001044,PAZ DE ARIPORO,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL EL PALMAR,56,Similar,8,Similar,0%,28%,61%,11%,31%,45%,46%,Lectura Crítica
285250000582,PAZ DE ARIPORO,INST TEC EMPRESARIAL DEL NORTE DE CASANARE ITENCA,52,Similar,8,Similar,4%,38%,58%,0%,43%,50%,52%,Lectura Crítica
285250000574,PAZ DE ARIPORO,INSTITUCION EDUCATIVA INDIGENA YAMOTSINÉMÜ,36,Mayor,4,Mayor,58%,42%,0%,0%,70%,75%,75%,Lectura Crítica
185250000014,PAZ DE ARIPORO,INSTITUCION EDUCATIVA SAGRADO CORAZON,54,Similar,9,Similar,2%,33%,55%,10%,34%,47%,51%,Lectura Crítica
185250001053,PAZ DE ARIPORO,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,51,Similar,9,Similar,2%,52%,36%,9%,40%,53%,57%,Lectura Crítica
285250000906,PAZ DE ARIPORO,INSTITUCION EDUCATIVA SIMON BOLIVAR,48,Similar,7,Similar,0%,61%,39%,0%,47%,57%,63%,Lectura Crítica
285250000957,PAZ DE ARIPORO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE MANARE,50,Similar,8,Similar,0%,57%,42%,2%,42%,54%,61%,Lectura Crítica
185250000201,PAZ DE ARIPORO,INSTITUCION EDUCATIVA JUAN JOSE RONDON,57,Similar,10,Similar,1%,22%,57%,19%,30%,42%,43%,Lectura Crítica
285250000671,PAZ DE ARIPORO,INSTITUCION EDUCATIVA SAN JUAN DE LOS LLANOS,49,Similar,9,Similar,0%,57%,43%,0%,45%,55%,62%,Lectura Crítica
185263000269,PORE,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,52,Similar,9,Similar,2%,43%,48%,7%,42%,51%,53%,Lectura Crítica
285263000298,PORE,INSTITUCION EDUCATIVA ANTONIO NARIÑO - LA PLATA,47,Similar,7,Similar,5%,65%,30%,0%,48%,57%,57%,Lectura Crítica
285263000034,PORE,INSTITUCION EDUCATIVA EL BANCO,49,Similar,6,Mayor,0%,60%,40%,0%,47%,56%,57%,Lectura Crítica
185279000013,RECETOR,INSTITUCION EDUCATIVA FERNANDO RODRIGUEZ,49,Similar,9,Similar,14%,29%,57%,0%,41%,56%,48%,Lectura Crítica
285300000112,SABANALARGA,INSTITUCION EDUCATIVA MANUEL ELKIN PATARROYO (CORREGIMIENTO AGUACLARA),52,Similar,6,Mayor,0%,27%,73%,0%,33%,54%,56%,Lectura Crítica
18530000038,SABANALARGA,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,53,Similar,9,Similar,3%,42%,47%,8%,36%,53%,48%,Lectura Crítica
185315000084,SÁCAMA,INSTITUCION EDUCATIVA ANTONIO NARIÑO,52,Similar,10,Similar,4%,48%,43%,4%,40%,50%,56%,Lectura Crítica
185325000597,SAN LUIS DE PALENQUE,INSTITUCION EDUCATIVA TECNICO FRANCISCO LUCEA,53,Similar,9,Similar,3%,39%,47%,11%,38%,49%,50%,Lectura Crítica
185400000131,TÁMARA,INSTITUCION EDUCATIVA ARTURO SALAZAR MEJIA,51,Similar,9,Similar,5%,41%,50%,5%,42%,52%,55%,Lectura Crítica
285400000861,TÁMARA,INSTITUCION EDUCATIVA VICTOR GOMEZ CORREDOR,53,Similar,5,Mayor,0%,36%,64%,0%,40%,46%,60%,Lectura Crítica
185410000016,TAURAMENA,INSTITUCION EDUCATIVA JOSE MARIA CORDOBA,54,Similar,9,Similar,2%,35%,53%,9%,37%,48%,50%,Lectura Crítica
285410000045,TAURAMENA,INSTITUCION EDUCATIVA SIGLO XXI,64,Menor,8,Similar,0%,0%,58%,42%,19%,31%,32%,Lectura Crítica
285410000916,TAURAMENA,"INSTITUCION EDUCATIVA CENTRO REGIONAL DE INVESTIGACION EDUCACION Y EXTENSION DE TAURAMENA ""CRIET""",46,Mayor,7,Similar,5%,67%,29%,0%,55%,61%,57%,Lectura Crítica
185410001004,TAURAMENA,INSTITUCION EDUCATIVA DEL LLANO,55,Similar,8,Similar,0%,31%,58%,10%,33%,47%,49%,Lectura Crítica
285410000649,TAURAMENA,INSTITUCION EDUCATIVA EL CUSIANA,51,Similar,7,Similar,0%,46%,50%,4%,40%,53%,58%,Lectura Crítica
285430000611,TRINIDAD,INSTITUCION EDUCATIVA CAMPESTRE BRISAS DEL PAUTO,46,Mayor,6,Mayor,9%,63%,28%,0%,46%,63%,65%,Lectura Crítica
285430000866,TRINIDAD,INSTITUCION EDUCATIVA RAFAEL GARCIA HERREROS,48,Similar,9,Similar,10%,50%,40%,0%,45%,61%,61%,Lectura Crítica
285430000378,TRINIDAD,INSTITUCION EDUCATIVA EL POZO PETROLERO,49,Similar,8,Similar,0%,57%,43%,0%,49%,54%,57%,Lectura Crítica
285430000734,TRINIDAD,INSTITUCION EDUCATIVA SANTA IRENE,46,Mayor,8,Similar,8%,62%,31%,0%,47%,61%,68%,Lectura Crítica
185430000349,TRINIDAD,INSTITUCION EDUCATIVA TECNICO INTEGRADO DE TRINIDAD,56,Similar,10,Similar,0%,30%,57%,13%,34%,44%,47%,Lectura Crítica
385440000419,VILLANUEVA,INCETEC INSTITUTO CENTRALIZADO DE ESTUDIOS TECNICOS,47,Similar,8,Similar,8%,65%,27%,0%,49%,58%,65%,Lectura Crítica
385440000192,VILLANUEVA,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LOS DOLORES MANARE,56,Similar,8,Similar,0%,26%,63%,11%,34%,44%,48%,Lectura Crítica
285440000082,VILLANUEVA,INSTITUCION EDUCATIVA SAN AGUSTIN,56,Similar,7,Similar,0%,8%,83%,8%,31%,42%,49%,Lectura Crítica
185440000053,VILLANUEVA,INSTITUCION EDUCATIVA FABIO RIVEROS,55,Similar,9,Similar,1%,26%,63%,10%,36%,44%,47%,Lectura Crítica
185440000118,VILLANUEVA,INSTITUCION EDUCATIVA EZEQUIEL MORENO Y DIAZ,51,Similar,9,Similar,6%,41%,48%,5%,42%,52%,55%,Lectura Crítica
385440800008,VILLANUEVA,INSTITUCION DE EDUCACION HIPATIA,49,Similar,9,Similar,0%,56%,38%,6%,53%,55%,55%,Lectura Crítica
385001003819,YOPAL,COLEGIO ANTONIO NARIÑO,62,Menor,11,Similar,4%,12%,44%,40%,20%,35%,37%,Lectura Crítica
285001003873,YOPAL,INSTITUCIÓN EDUCATIVA TÉCNICA EMPRESARIAL LLANO LINDO ITELL,52,Similar,9,Similar,2%,41%,48%,8%,43%,49%,51%,Lectura Crítica
385001001506,YOPAL,LICEO GUSTAVO MATAMOROS LEON,67,Menor,7,Similar,0%,0%,53%,47%,16%,22%,28%,Lectura Crítica
485001003775,YOPAL,GIMNASIO DE LOS LLANOS,65,Menor,8,Similar,0%,7%,46%,46%,19%,28%,31%,Lectura Crítica
185001001744,YOPAL,IE LUCILA PIRAGAUTA,55,Similar,9,Similar,2%,32%,53%,14%,35%,47%,47%,Lectura Crítica
185001003836,YOPAL,INSTITUTO TECNICO AMBIENTAL SAN MATEO,54,Similar,9,Similar,2%,32%,57%,9%,37%,48%,48%,Lectura Crítica
385001003916,YOPAL,COLEGIO ALIANZA PEDAGOGICA,71,Menor,12,Similar,0%,4%,22%,74%,17%,19%,21%,Lectura Crítica
185001000802,YOPAL,IE LA CAMPIÑA,51,Similar,8,Similar,4%,42%,51%,3%,40%,55%,55%,Lectura Crítica
185001000268,YOPAL,IE BRAULIO GONZALEZ,56,Similar,9,Similar,2%,25%,57%,16%,33%,46%,44%,Lectura Crítica
185001003437,YOPAL,IE EL PARAISO,54,Similar,8,Similar,0%,25%,65%,9%,36%,48%,49%,Lectura Crítica
285001001773,YOPAL,IE ANTONIO NARIÑO,57,Similar,7,Similar,0%,14%,81%,5%,33%,43%,45%,Lectura Crítica
285001002923,YOPAL,INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA LORGIO RODRÍGUEZ,52,Similar,7,Similar,0%,60%,40%,0%,24%,62%,53%,Lectura Crítica
285001001633,YOPAL,IE EL TRIUNFO,49,Similar,9,Similar,7%,43%,50%,0%,41%,52%,63%,Lectura Crítica
28500100358,YOPAL,IE LUIS CARLOS GALAN SARMIENTO,52,Similar,10,Similar,0%,51%,37%,11%,41%,54%,53%,Lectura Crítica
285001000505,YOPAL,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA LA INMACULADA,50,Similar,9,Similar,0%,72%,17%,11%,44%,57%,60%,Lectura Crítica
485001004348,YOPAL,ACADEMIA MILITAR JOSE ANTONIO PAEZ,60,Similar,11,Similar,0%,13%,50%,38%,24%,34%,42%,Lectura Crítica
185001001965,YOPAL,IE CENTRO SOCIAL,61,Similar,9,Similar,0%,13%,56%,32%,27%,35%,37%,Lectura Crítica
385001003002,YOPAL,GIMNASIO COMFACASANARE,63,Menor,8,Similar,0%,10%,43%,48%,22%,32%,33%,Lectura Crítica
185001003542,YOPAL,IE CARLOS LLERAS RESTREPO,53,Similar,8,Similar,1%,39%,56%,4%,39%,50%,53%,Lectura Crítica
285001000114,YOPAL,I.E. SANTA TERESA,47,Similar,5,Mayor,0%,83%,17%,0%,53%,57%,69%,Lectura Crítica
185001001183,YOPAL,IE LUIS HERNANDEZ VARGAS,54,Similar,9,Similar,3%,34%,49%,14%,38%,47%,50%,Lectura Crítica
385001004259,YOPAL,INST AUTONOMO SHAKESPEARE Y CERVANTES,50,Similar,9,Similar,6%,33%,61%,0%,46%,52%,52%,Lectura Crítica
385001003789,YOPAL,LICEO MODERNO CELESTIN FREINET CASANARE,69,Menor,4,Mayor,0%,0%,31%,69%,14%,18%,24%,Lectura Crítica
185001003208,YOPAL,IE JORGE ELIECER GAITAN,54,Similar,9,Similar,4%,32%,51%,13%,37%,47%,51%,Lectura Crítica
185001003534,YOPAL,INST TEC EMPRESARIAL,54,Similar,9,Similar,2%,34%,56%,8%,36%,49%,50%,Lectura Crítica
185001002031,YOPAL,IE MANUELA BELTRAN,60,Similar,7,Similar,0%,6%,76%,19%,24%,36%,41%,Lectura Crítica
285001000521,YOPAL,IE POLICARPA SALAVARRIETA,49,Similar,9,Similar,3%,53%,44%,1%,44%,57%,59%,Lectura Crítica
28500100165,YOPAL,IE DIVINO SALVADOR,49,Similar,8,Similar,5%,50%,45%,0%,42%,59%,58%,Lectura Crítica
28500100134,YOPAL,IE GABRIELA MISTRAL,54,Similar,10,Similar,0%,29%,57%,14%,43%,50%,41%,Lectura Crítica
185001004492,YOPAL,INSTITUCION EDUCATIVA MEGACOLEGIO EL PROGRESO,52,Similar,8,Similar,1%,39%,55%,4%,40%,49%,54%,Lectura Crítica
385001004483,YOPAL,INSTITUTO POLITECNICO INDUSTRIAL DE TELECOMUNICACIONES,46,Mayor,0,Mayor,0%,100%,0%,0%,44%,57%,91%,Lectura Crítica
385001004548,YOPAL,GIMNASIO PEDAGOGICO EL SABIO CALDAS,59,Similar,11,Similar,0%,25%,42%,33%,28%,41%,36%,Lectura Crítica
