codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_psyc,desviacion,comparacion_dsyc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,Competencia
125099000101,BOJACÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE LA GRACIA,49,Similar,11,Similar,31%,38%,29%,2%,40%,55%,57%,67%,51%,46%,Sociales y Ciudadanas
425099000202,BOJACÁ,COLEGIO SAN NICOLÁS DE TOLENTINO,67,Menor,1,Mayor,0%,0%,100%,0%,13%,21%,25%,67%,22%,0%,Sociales y Ciudadanas
12512000001,CABRERA,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADA DE CABRERA,45,Similar,10,Similar,38%,48%,14%,0%,47%,59%,66%,68%,61%,63%,Sociales y Ciudadanas
225123000201,CACHIPAY,INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO AGRICOLA,44,Similar,11,Similar,47%,35%,18%,0%,49%,64%,60%,67%,68%,50%,Sociales y Ciudadanas
125123000134,CACHIPAY,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL ALFONSO LÓPEZ PUMAREJO,47,Similar,10,Similar,33%,49%,16%,2%,36%,58%,59%,80%,61%,49%,Sociales y Ciudadanas
325123000125,CACHIPAY,COLEGIO PARROQUIAL  INTEGRADO SANTA CRUZ,53,Similar,9,Similar,8%,46%,38%,8%,41%,49%,52%,40%,45%,75%,Sociales y Ciudadanas
125126000232,CAJICÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL POMPILIO MARTINEZ,60,Menor,10,Similar,4%,31%,57%,8%,20%,31%,41%,55%,39%,37%,Sociales y Ciudadanas
225126000431,CAJICÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL ANTONIO NARIÑO,53,Similar,11,Similar,16%,38%,47%,0%,27%,49%,53%,55%,47%,56%,Sociales y Ciudadanas
425126047895,CAJICÁ,GIMNASIO VIRTUAL SAN FRANCISCO JAVIER,56,Similar,11,Similar,11%,29%,59%,2%,30%,38%,44%,50%,39%,37%,Sociales y Ciudadanas
125126000313,CAJICÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN GABRIEL,53,Similar,12,Similar,22%,37%,32%,9%,39%,45%,55%,46%,52%,51%,Sociales y Ciudadanas
225126000288,CAJICÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL CAPELLANIA,52,Similar,11,Similar,24%,38%,34%,4%,32%,52%,53%,61%,61%,59%,Sociales y Ciudadanas
325126000649,CAJICÁ,COLEGIO EMILIO SOTOMAYOR LUQUE                                  ,60,Menor,11,Similar,4%,33%,46%,17%,26%,33%,39%,25%,39%,33%,Sociales y Ciudadanas
225126000067,CAJICÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL RINCON SANTO,58,Similar,10,Similar,3%,35%,52%,10%,22%,35%,51%,59%,33%,38%,Sociales y Ciudadanas
325126000525,CAJICÁ,COLEGIO COLOMBO HISPANO                                         ,58,Similar,9,Similar,3%,36%,52%,9%,25%,39%,47%,61%,42%,48%,Sociales y Ciudadanas
425126047879,CAJICÁ,COLEGIO SAN ISIDRO LABRADOR                                     ,52,Similar,10,Similar,5%,58%,32%,5%,38%,60%,47%,56%,64%,37%,Sociales y Ciudadanas
325126000762,CAJICÁ,LICEO SAN CARLOS DE CAJICA S.A.S,60,Menor,8,Similar,0%,22%,69%,9%,21%,28%,41%,71%,33%,48%,Sociales y Ciudadanas
225126000091,CAJICÁ,INSTITUCION EDUCATVA DEPARTAMENTAL  PABLO HERRERA,55,Similar,10,Similar,8%,46%,35%,11%,30%,40%,50%,60%,45%,44%,Sociales y Ciudadanas
425126048007,CAJICÁ,GIMNASIO CAMPESTRE LOS LAURELES BILINGÜE                     ,58,Similar,10,Similar,4%,30%,48%,17%,32%,40%,40%,56%,42%,32%,Sociales y Ciudadanas
425126048166,CAJICÁ,COLEGIO CAFETAL,54,Similar,11,Similar,10%,70%,10%,10%,27%,42%,47%,60%,57%,50%,Sociales y Ciudadanas
425126000791,CAJICÁ,GIMNASIO CAMPESTRE NUEVA ALEJANDRÍA,66,Menor,6,Mayor,0%,16%,63%,21%,14%,21%,32%,63%,35%,20%,Sociales y Ciudadanas
425126800003,CAJICÁ,GIMNASIO CAMPESTRE STEVE JOBS,58,Similar,9,Similar,4%,30%,57%,9%,18%,46%,46%,67%,42%,54%,Sociales y Ciudadanas
425126800011,CAJICÁ,COLEGIO DE CAMBRIDGE SEDE CAJICA,64,Menor,10,Similar,0%,22%,43%,35%,16%,27%,33%,33%,34%,7%,Sociales y Ciudadanas
425126800071,CAJICÁ,COLEGIO PERSONALIZADO PENSAMIENTO ,49,Similar,8,Similar,17%,50%,33%,0%,29%,57%,58%,100%,35%,50%,Sociales y Ciudadanas
225148000401,CAPARRAPÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL DINDAL,46,Similar,10,Similar,31%,46%,23%,0%,44%,59%,61%,80%,71%,57%,Sociales y Ciudadanas
125148000481,CAPARRAPÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA GEMMA DE GALGANI,49,Similar,9,Similar,23%,52%,25%,0%,44%,59%,58%,69%,56%,71%,Sociales y Ciudadanas
225148001563,CAPARRAPÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN PEDRO,45,Similar,9,Similar,33%,53%,13%,0%,54%,71%,61%,88%,69%,71%,Sociales y Ciudadanas
225148001571,CAPARRAPÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL NOVILLEROS,42,Mayor,9,Similar,46%,54%,0%,0%,50%,75%,75%,78%,69%,64%,Sociales y Ciudadanas
225148001555,CAPARRAPÍ,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL SAN CARLOS,40,Mayor,4,Mayor,62%,38%,0%,0%,69%,72%,70%,89%,77%,42%,Sociales y Ciudadanas
225151000152,CÁQUEZA,INSTITUCION EDUCATIVA  DEPARTAMENTAL RURAL RINCON GRANDE,49,Similar,7,Mayor,8%,69%,23%,0%,33%,64%,66%,67%,53%,71%,Sociales y Ciudadanas
425151000577,CÁQUEZA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL GIRON DE BLANCOS,43,Mayor,11,Similar,45%,36%,18%,0%,55%,63%,58%,67%,70%,48%,Sociales y Ciudadanas
125151000531,CÁQUEZA,INSTITUCION EDUCATIVA  DEPARTAMENTAL URBANA,54,Similar,10,Similar,11%,40%,47%,2%,32%,45%,53%,57%,48%,56%,Sociales y Ciudadanas
225151000195,CÁQUEZA,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL MERCADILLO PRIMERO,38,Mayor,9,Similar,59%,35%,6%,0%,49%,77%,65%,43%,74%,57%,Sociales y Ciudadanas
225151000381,CÁQUEZA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL RIONEGRO SUR,55,Similar,8,Similar,0%,57%,36%,7%,24%,48%,59%,63%,50%,67%,Sociales y Ciudadanas
125154000248,CARMEN DE CARUPA,INSTITUCION EDUCATIVA DEPARTAMENTAL CARMEN DE CARUPA,52,Similar,10,Similar,13%,53%,32%,2%,35%,48%,55%,72%,58%,55%,Sociales y Ciudadanas
225154000188,CARMEN DE CARUPA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN JOSE,50,Similar,11,Similar,10%,70%,10%,10%,33%,56%,59%,33%,69%,88%,Sociales y Ciudadanas
225154000064,CARMEN DE CARUPA,INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL EL HATO,43,Mayor,11,Similar,50%,50%,0%,0%,50%,47%,70%,50%,67%,67%,Sociales y Ciudadanas
125168000216,CHAGUANÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL FRAY JOSE LEDO,54,Similar,9,Similar,4%,50%,42%,4%,28%,45%,49%,86%,55%,62%,Sociales y Ciudadanas
125178000168,CHIPAQUE,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL PIO X,56,Similar,10,Similar,7%,39%,46%,8%,24%,49%,49%,44%,45%,42%,Sociales y Ciudadanas
225178000375,CHIPAQUE,INSTITUCION EDUCATIVA DEPARTAMENTAL TAPIAS,47,Similar,8,Similar,15%,65%,20%,0%,45%,61%,63%,73%,54%,83%,Sociales y Ciudadanas
125181000322,CHOACHÍ,INSTITUCIONEDUCATIVA DEPARTAMENTA IGNACIO PESCADOR,54,Similar,11,Similar,13%,39%,44%,4%,29%,45%,48%,50%,49%,46%,Sociales y Ciudadanas
225181000149,CHOACHÍ,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL HATO,47,Similar,10,Similar,27%,54%,20%,0%,45%,64%,52%,70%,59%,64%,Sociales y Ciudadanas
22518100022,CHOACHÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL FERRALARADA,47,Similar,12,Similar,32%,50%,11%,7%,53%,60%,59%,70%,58%,52%,Sociales y Ciudadanas
325181000607,CHOACHÍ,FUNDACION PARA EL DESARROLLO EDUCATIVO INTEGRAL DE CUNDINAMARCA FUNDEICUN,44,Similar,15,Menor,75%,0%,25%,0%,55%,65%,71%,100%,50%,50%,Sociales y Ciudadanas
325183000566,CHOCONTÁ,LICEO PSICOPEDAGÓGICO MONTESSORI                                   ,55,Similar,7,Mayor,0%,63%,38%,0%,35%,53%,49%,100%,48%,33%,Sociales y Ciudadanas
12518300032,CHOCONTÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL RUFINO CUERVO,53,Similar,10,Similar,10%,50%,37%,3%,34%,52%,54%,51%,48%,57%,Sociales y Ciudadanas
125183000591,CHOCONTÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL AGROINDUSTRIAL SANTIAGO DE CHOCONTA,49,Similar,10,Similar,20%,52%,25%,3%,42%,55%,56%,71%,57%,57%,Sociales y Ciudadanas
225200002387,COGUA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL LAS MARGARITAS,38,Mayor,8,Similar,73%,18%,9%,0%,46%,78%,66%,50%,71%,60%,Sociales y Ciudadanas
125200000274,COGUA,INSTITUCION EDUCATIVA DEPARTAMENTAL LAS VILLAS,50,Similar,11,Similar,21%,53%,22%,4%,41%,55%,63%,68%,54%,41%,Sociales y Ciudadanas
325200000214,COGUA,COLEGIO COOPERATIVO DE COGUA,54,Similar,9,Similar,6%,50%,44%,0%,35%,45%,49%,74%,45%,43%,Sociales y Ciudadanas
225200000058,COGUA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL EL MORTIÑO,58,Similar,9,Similar,0%,36%,61%,3%,30%,39%,45%,56%,51%,38%,Sociales y Ciudadanas
225200000201,COGUA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RURAL EL ALTICO,50,Similar,10,Similar,18%,51%,29%,1%,39%,53%,59%,66%,54%,56%,Sociales y Ciudadanas
325899001784,COGUA,INSTITUTO PEDAGOGICO ESCALEMOS                                        ,58,Similar,12,Similar,6%,25%,50%,19%,17%,45%,42%,44%,36%,29%,Sociales y Ciudadanas
425200000235,COGUA,INSTITUCION EDUCATIVA DEPARTAMENTAL LA PLAZUELA,52,Similar,10,Similar,21%,36%,44%,0%,37%,58%,56%,56%,58%,44%,Sociales y Ciudadanas
325200002411,COGUA,COLEGIO DIVINO NIÑO,61,Menor,8,Similar,0%,23%,73%,5%,25%,41%,39%,50%,31%,26%,Sociales y Ciudadanas
425214000149,COTA,COL REFOUS                                                  ,66,Menor,7,Mayor,0%,5%,67%,28%,14%,20%,29%,50%,25%,22%,Sociales y Ciudadanas
325214000136,COTA,GIMN CAMP SURAMERICANO,36,Mayor,10,Similar,50%,50%,0%,0%,80%,80%,82%,100%,80%,100%,Sociales y Ciudadanas
425214047498,COTA,OAKLAND COLEGIO CAMPESTRE,63,Menor,5,Mayor,0%,0%,91%,9%,6%,28%,37%,75%,42%,50%,Sociales y Ciudadanas
425214047501,COTA,COLEGIO MAYOR DE INGLATERRA,57,Similar,10,Similar,7%,35%,54%,4%,27%,35%,41%,46%,49%,40%,Sociales y Ciudadanas
125214000099,COTA,INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE PARDO PARRA,50,Similar,10,Similar,23%,48%,28%,1%,40%,57%,55%,74%,51%,57%,Sociales y Ciudadanas
42521400022,COTA,GIMN CAMP SAN FRANCISCO DE SALES,66,Menor,10,Similar,0%,11%,59%,30%,12%,20%,32%,33%,28%,31%,Sociales y Ciudadanas
425214047447,COTA,GIMN CAMP LOS SAUCES,56,Similar,11,Similar,8%,38%,42%,13%,29%,49%,46%,40%,40%,33%,Sociales y Ciudadanas
325214000241,COTA,GIMNASIO JIREH                                                  ,55,Similar,11,Similar,14%,32%,54%,0%,31%,44%,50%,50%,40%,56%,Sociales y Ciudadanas
425214047536,COTA,GIMNASIO CAMPESTRE LOS ALISOS,58,Similar,6,Mayor,0%,33%,67%,0%,18%,27%,58%,67%,28%,67%,Sociales y Ciudadanas
425214000289,COTA,SUMMERHILL SCHOOL,62,Menor,10,Similar,2%,22%,55%,21%,19%,26%,36%,38%,32%,27%,Sociales y Ciudadanas
425214000181,COTA,INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS,47,Similar,10,Similar,30%,44%,26%,0%,38%,56%,59%,67%,56%,74%,Sociales y Ciudadanas
325214000179,COTA,LICEO DE LOS ANDES,66,Menor,9,Similar,0%,11%,56%,33%,16%,21%,39%,33%,39%,29%,Sociales y Ciudadanas
42576906066,COTA,COLEGIO EL ROSARIO CAMPESTRE,57,Similar,9,Similar,5%,38%,48%,10%,24%,32%,44%,50%,46%,42%,Sociales y Ciudadanas
325214000012,COTA,COL EL ROSARIO                                              ,56,Similar,11,Similar,0%,50%,38%,13%,36%,34%,49%,100%,48%,22%,Sociales y Ciudadanas
425214000262,COTA,COL CAMPESTRE SAN CARLOS DE COTA                            ,51,Similar,7,Mayor,0%,70%,30%,0%,43%,51%,60%,67%,60%,38%,Sociales y Ciudadanas
225224000024,CUCUNUBÁ,INSTITUCIÓN EDUCATIVA  RURAL DEPARTAMENTAL LAGUNA,49,Similar,10,Similar,33%,36%,31%,0%,39%,60%,51%,56%,58%,45%,Sociales y Ciudadanas
125224000194,CUCUNUBÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL DIVINO SALVADOR,50,Similar,11,Similar,18%,49%,33%,0%,50%,52%,60%,65%,49%,59%,Sociales y Ciudadanas
125245000291,EL COLEGIO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL  EL TEQUENDAMA,48,Similar,10,Similar,25%,49%,25%,1%,38%,57%,61%,67%,57%,65%,Sociales y Ciudadanas
225245000652,EL COLEGIO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL NACIONALIZADO LA VICTORIA,49,Similar,9,Similar,16%,66%,16%,3%,34%,59%,59%,85%,56%,58%,Sociales y Ciudadanas
225245000288,EL COLEGIO,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL TRIUNFO,50,Similar,10,Similar,24%,43%,32%,0%,33%,59%,57%,50%,55%,54%,Sociales y Ciudadanas
225245000695,EL COLEGIO,INSTITUCION EDUCATIVA DEPARTAMENTAL PRADILLA,53,Similar,12,Similar,17%,33%,39%,11%,27%,54%,50%,10%,47%,50%,Sociales y Ciudadanas
325245000711,EL COLEGIO,COLEGIO FRAY CRISTOBAL DE TORRES,51,Similar,8,Similar,10%,50%,40%,0%,29%,59%,54%,80%,33%,56%,Sociales y Ciudadanas
125258000312,EL PEÑÓN,INSTITUCION EDUCATIVA DEPARTAMENTAL ANTONIO NARIÑO,46,Similar,10,Similar,27%,55%,18%,0%,43%,60%,65%,67%,64%,76%,Sociales y Ciudadanas
225258000244,EL PEÑÓN,INSTITUCION EDUCATIVA DEPARTAMENTAL TALAUTA,44,Similar,10,Similar,36%,50%,14%,0%,49%,64%,64%,44%,54%,68%,Sociales y Ciudadanas
325260000574,EL ROSAL,GIMNASIO CAMPESTRE LOS ROBLES,49,Similar,8,Similar,15%,54%,31%,0%,29%,44%,57%,83%,45%,69%,Sociales y Ciudadanas
325260000019,EL ROSAL,LIC EL ROSAL                                                ,50,Similar,11,Similar,23%,45%,31%,1%,42%,51%,57%,57%,51%,58%,Sociales y Ciudadanas
225769000552,EL ROSAL,INSTITUCION EDUCATIVA DEPARTAMENTAL  CAMPO ALEGRE,49,Similar,9,Similar,17%,57%,27%,0%,37%,55%,62%,88%,61%,63%,Sociales y Ciudadanas
225769000498,EL ROSAL,INSTITUCION EDUCATIVA DEPARTAMENTAL JOSE MARIA OBANDO,52,Similar,10,Similar,12%,42%,40%,5%,33%,52%,55%,45%,53%,48%,Sociales y Ciudadanas
325260000591,EL ROSAL,GIMNASIO MODERNO LOS ANDES                                      ,47,Similar,11,Similar,36%,36%,23%,5%,43%,54%,63%,50%,48%,68%,Sociales y Ciudadanas
325260000655,EL ROSAL,COLEGIO SAN JERONIMO,54,Similar,12,Similar,17%,33%,39%,11%,22%,46%,46%,55%,48%,24%,Sociales y Ciudadanas
325279000451,FÓMEQUE,INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR AGUSTIN GUTIERREZ,49,Similar,10,Similar,22%,52%,24%,2%,40%,58%,59%,64%,48%,49%,Sociales y Ciudadanas
22527900004,FÓMEQUE,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN LORENZO,56,Similar,9,Similar,10%,50%,30%,10%,31%,43%,52%,67%,50%,73%,Sociales y Ciudadanas
425279000634,FÓMEQUE,INSTITUCION EDUCATIVA DEPARTAMENTAL I.P.E.B.I.,48,Similar,8,Similar,14%,71%,14%,0%,34%,59%,58%,29%,45%,46%,Sociales y Ciudadanas
125281000303,FOSCA,INSTITUCION EDUCATIVA DEPARTAMENTAL DE DESARROLLO RURAL,47,Similar,13,Similar,39%,28%,33%,0%,36%,63%,64%,44%,68%,67%,Sociales y Ciudadanas
125281000249,FOSCA,INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA MEDINA,54,Similar,10,Similar,10%,40%,50%,0%,43%,39%,49%,20%,43%,56%,Sociales y Ciudadanas
225281000219,FOSCA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL  ALFONSO PABON PABON,46,Similar,8,Similar,21%,74%,5%,0%,48%,64%,64%,75%,60%,65%,Sociales y Ciudadanas
125288000252,FÚQUENE,INSTITUCION EDUCATIVA DEPARTAMENTAL NACIONALIZADO,45,Similar,9,Similar,35%,55%,10%,0%,48%,56%,57%,56%,52%,44%,Sociales y Ciudadanas
225288000206,FÚQUENE,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL DE CAPELLANIA,55,Similar,10,Similar,11%,39%,47%,3%,28%,46%,52%,55%,48%,49%,Sociales y Ciudadanas
125293000449,GACHALÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL BALDOMERO SANIN CANO,46,Similar,10,Similar,38%,38%,25%,0%,42%,59%,63%,67%,69%,47%,Sociales y Ciudadanas
225293000222,GACHALÁ,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL BOCADEMONTE,52,Similar,9,Similar,13%,50%,38%,0%,21%,49%,60%,80%,42%,25%,Sociales y Ciudadanas
225293000362,GACHALÁ,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL MURCA,49,Similar,10,Similar,10%,60%,30%,0%,41%,55%,64%,50%,69%,44%,Sociales y Ciudadanas
12529500011,GACHANCIPÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL PBRO. CARLOS GARAVITO A.,49,Similar,10,Similar,23%,50%,25%,2%,39%,57%,54%,59%,61%,54%,Sociales y Ciudadanas
325295000208,GACHANCIPÁ,COL SAN BARTOLOME APOSTOL,49,Similar,15,Menor,40%,20%,28%,12%,32%,51%,55%,57%,41%,56%,Sociales y Ciudadanas
325295000224,GACHANCIPÁ,LICEO FRANCÉS JEAN DU PLESSIS,57,Similar,13,Similar,0%,50%,50%,0%,29%,37%,34%,100%,47%,17%,Sociales y Ciudadanas
32581700036,GACHANCIPÁ,GIMNASIO CAMPESTRE FRIEDRICH FROEBEL,66,Menor,6,Mayor,0%,0%,100%,0%,13%,25%,25%,50%,0%,0%,Sociales y Ciudadanas
325295800019,GACHANCIPÁ,GIMNASIO NUESTRA SEÑORA ROSA MISTICA,59,Menor,9,Similar,0%,33%,67%,0%,0%,38%,31%,0%,40%,0%,Sociales y Ciudadanas
125297000311,GACHETÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR ABDON LOPEZ,58,Similar,10,Similar,6%,33%,48%,12%,24%,42%,44%,50%,50%,50%,Sociales y Ciudadanas
125297000524,GACHETÁ,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR,49,Similar,11,Similar,23%,47%,27%,3%,44%,58%,56%,50%,54%,41%,Sociales y Ciudadanas
225297000529,GACHETÁ,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL AGROPECUARIO PILOTO,42,Mayor,9,Similar,56%,33%,11%,0%,56%,68%,76%,100%,76%,90%,Sociales y Ciudadanas
125299000289,GAMA,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO AGROPECUARIO MARTIN ROMERO,49,Similar,9,Similar,20%,51%,26%,3%,40%,52%,56%,61%,55%,54%,Sociales y Ciudadanas
225754000076,GRANADA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL GUSTAVO URIBE RAMIREZ,47,Similar,10,Similar,28%,49%,23%,0%,42%,58%,58%,51%,56%,65%,Sociales y Ciudadanas
125317000232,GUACHETÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL EL CARMEN,50,Similar,11,Similar,19%,50%,28%,3%,43%,52%,55%,64%,61%,43%,Sociales y Ciudadanas
32531700024,GUACHETÁ,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DEL TRANSITO,45,Similar,10,Similar,30%,55%,13%,2%,41%,62%,70%,68%,60%,63%,Sociales y Ciudadanas
225317000172,GUACHETÁ,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL MIÑA Y TICHA,46,Similar,6,Mayor,21%,71%,8%,0%,49%,61%,60%,67%,67%,67%,Sociales y Ciudadanas
225320000574,GUADUAS,INSTITUCION EDUCATIVA DEPARTAMENTAL LA PAZ,47,Similar,11,Similar,24%,56%,16%,4%,50%,57%,60%,75%,69%,59%,Sociales y Ciudadanas
325320000561,GUADUAS,COLEGIO PARROQUIAL LA CONSOLATA                                  ,55,Similar,11,Similar,12%,46%,35%,8%,25%,50%,49%,64%,47%,43%,Sociales y Ciudadanas
325320001087,GUADUAS,LIC ACAD JEAN PIAGET,53,Similar,12,Similar,22%,28%,50%,0%,33%,51%,52%,60%,59%,58%,Sociales y Ciudadanas
225320000884,GUADUAS,INSTITUCION EDUCATIVA DEPARTAMENTAL PUERTO BOGOTA,46,Similar,10,Similar,32%,55%,14%,0%,46%,69%,64%,82%,54%,68%,Sociales y Ciudadanas
125320000618,GUADUAS,INSTITUCION EDUCATIVA DEPARTAMENTAL MIGUEL SAMPER AGUDELO,46,Similar,11,Similar,36%,44%,18%,2%,43%,62%,61%,73%,59%,58%,Sociales y Ciudadanas
32532000115,GUADUAS,INSTITUTO TÉCNICO MODERNO,62,Menor,8,Similar,0%,17%,63%,21%,23%,37%,39%,41%,45%,29%,Sociales y Ciudadanas
125322000429,GUASCA,INSTITUCION EDUCATIVA DEPARTAMENTAL DOMINGO SAVIO,49,Similar,11,Similar,19%,56%,22%,3%,45%,58%,54%,62%,56%,62%,Sociales y Ciudadanas
125322000216,GUASCA,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL MARIANO OSPINA RODRIGUEZ,49,Similar,10,Similar,28%,52%,17%,3%,42%,57%,60%,47%,63%,59%,Sociales y Ciudadanas
225322000105,GUASCA,INSTITUCION EDUCATIVA DEPARTAMENTAL EL CARMEN,51,Similar,10,Similar,18%,51%,29%,3%,31%,52%,56%,64%,49%,49%,Sociales y Ciudadanas
125324000094,GUATAQUÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL NICOLAS DE FEDERMAN,45,Similar,9,Similar,29%,54%,17%,0%,51%,70%,61%,69%,63%,62%,Sociales y Ciudadanas
225324000064,GUATAQUÍ,INSTITUCION EDUCATIVA DEPARTAMENTAL BUSCAVIDA,46,Similar,13,Similar,50%,33%,0%,17%,29%,57%,68%,100%,47%,43%,Sociales y Ciudadanas
125326000121,GUATAVITA,INSTITUCION EDUCATIVA DEPARTAMENTAL PIO XII,54,Similar,9,Similar,6%,41%,53%,0%,34%,45%,44%,65%,47%,44%,Sociales y Ciudadanas
225326000096,GUATAVITA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL JOSE GREGORIO SALAS,46,Similar,11,Similar,32%,50%,15%,3%,48%,59%,60%,60%,61%,65%,Sociales y Ciudadanas
225328000051,GUAYABAL DE SÍQUIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL EL TRIGO,47,Similar,8,Similar,18%,73%,9%,0%,42%,60%,65%,50%,55%,62%,Sociales y Ciudadanas
125328000153,GUAYABAL DE SÍQUIMA,INSTITUCION EDUCATIVA DEPARTAMENTAL MARCO FIDEL SUAREZ,46,Similar,8,Similar,23%,67%,10%,0%,39%,60%,65%,80%,60%,58%,Sociales y Ciudadanas
125335000541,GUAYABETAL,INSITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR ALBERTO REYES FONSECA ,48,Similar,10,Similar,26%,46%,28%,0%,38%,62%,63%,83%,60%,48%,Sociales y Ciudadanas
125339000261,GUTIÉRREZ,INSTITUCION EDUCATIVA DEPARTAMENTAL GUTIERREZ,46,Similar,9,Similar,29%,59%,12%,0%,50%,63%,63%,56%,57%,68%,Sociales y Ciudadanas
125368000164,JERUSALÉN,INSTITUCION EDUCATIVA DEPARTAMENTAL NACIONALIZADO,45,Similar,9,Similar,27%,64%,9%,0%,58%,61%,63%,58%,58%,50%,Sociales y Ciudadanas
225372000777,JUNÍN,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DEL CARMEN,43,Mayor,13,Similar,60%,20%,20%,0%,50%,61%,68%,100%,73%,80%,Sociales y Ciudadanas
125372000322,JUNÍN,INSTITUCION EDUCTIVA DEPARTAMENTAL ESCUELA NORMAL SUPERIOR JUNIN,51,Similar,12,Similar,23%,40%,35%,2%,41%,54%,52%,63%,47%,54%,Sociales y Ciudadanas
225372000572,JUNÍN,INSTITUCION EDUCATIVA  DEPARTAMENTAL  CLARAVAL CHUSCALES,48,Similar,11,Similar,33%,50%,17%,0%,56%,54%,58%,100%,65%,50%,Sociales y Ciudadanas
225377000139,LA CALERA,INSTITUCION EDUCATIVA DEPARTAMENTAL LA AURORA,52,Similar,10,Similar,8%,56%,36%,0%,36%,47%,54%,85%,49%,47%,Sociales y Ciudadanas
425377076576,LA CALERA,COLEGIO DE CAMBRIDGE                                           ,66,Menor,9,Similar,0%,13%,56%,31%,19%,20%,28%,44%,31%,14%,Sociales y Ciudadanas
325377800008,LA CALERA,COL JOSE EUSTASIO RIVERA                                                                            ,60,Menor,11,Similar,0%,33%,56%,11%,21%,38%,49%,20%,45%,38%,Sociales y Ciudadanas
325377000516,LA CALERA,INSTITUTO PEDAGOGICO CAMPESTRE                             ,56,Similar,10,Similar,9%,27%,64%,0%,31%,42%,50%,50%,23%,25%,Sociales y Ciudadanas
125377000398,LA CALERA,INSTITUCION EDUCATIVA INTEGRADO LA CALERA,51,Similar,11,Similar,17%,44%,37%,2%,36%,51%,53%,68%,55%,58%,Sociales y Ciudadanas
425377076681,LA CALERA,GIMNASIO CAMPESTRE LOS ARRAYANES,63,Menor,8,Similar,0%,20%,57%,23%,23%,27%,35%,48%,29%,15%,Sociales y Ciudadanas
